 THE, ,THE,54493007147
THE ,THE, ,53105087931
S ,S, ,35830896446
Y ,Y, ,35703613198
 OF, ,OF,32309934049
OF ,OF, ,31054376467
D ,D, ,26170926917
E ,E, ,25890649509
 A, ,A,23339263640
 IN, ,IN,22902741842
AND ,AND, ,22777456804
 AND, ,AND,22673413006
T ,T, ,22162888130
 TO, ,TO,21833415591
IN ,IN, ,19679071501
TO ,TO, ,19492793831
 P, ,P,18521444278
A ,A, ,17211431268
 B, ,B,16821652824
 W, ,W,15062933173
N ,N, ,13308961637
 F, ,F,13202211285
 BE, ,BE,12577135252
 S, ,S,11807915528
 M, ,M,11558354704
ED ,ED, ,11490736456
 E, ,E,11030264682
R ,R, ,10736578565
 G, ,G,10082307682
ING ,ING, ,9161616888
 IS, ,IS,8916865404
 I, ,I,8843777457
IS ,IS, ,8795387788
 NO, ,NO,8653323427
 FOR, ,FOR,8576236620
AL ,AL, ,8416150637
 THAT, ,THAT,8000768228
THAT ,THAT, ,8000768228
ES ,ES, ,7945833685
 RE, ,RE,7767834269
LY,L,Y,7616618450
 IT, ,IT,7509972139
L ,L, ,7394935656
 AS, ,AS,7293040147
LE ,LE, ,7205663463
 SE, ,SE,6980516013
 DE, ,DE,6914380581
ON ,ON, ,6774412667
IT ,IT, ,6645127590
FOR ,FOR, ,6545282031
 MA, ,MA,6429576140
 HA, ,HA,6316179651
 CA, ,CA,6227222544
AS ,AS, ,6166161912
 SO, ,SO,6151608523
 ON, ,ON,6078272283
 WITH, ,WITH,6041764718
 CON, ,CON,5926171774
W ,W, ,5863052513
M ,M, ,5829153636
 AN, ,AN,5743566552
 D, ,D,5734029188
 WAS, ,WAS,5689307752
 C, ,C,5628758366
WAS ,WAS, ,5502713968
 Y, ,Y,5441925328
 O, ,O,5436937032
GH,G,H,5421373604
 CO, ,CO,5351680217
K ,K, ,5329960327
PO,P,O,5228123643
WITH ,WITH, ,5182797249
 DI, ,DI,5179124089
 PRO, ,PRO,5063834759
 OR, ,OR,5048033392
BE ,BE, ,4990849682
OR ,OR, ,4984282677
BY,B,Y,4841819894
O ,O, ,4838631490
 TH, ,TH,4807045701
 HE, ,HE,4799681576
TION ,TION, ,4733203988
WE,W,E,4687714870
 SH, ,SH,4663018095
SU,S,U,4659555730
AN ,AN, ,4611048339
I ,I, ,4594488016
 LI, ,LI,4592865893
NOT,NO,T,4540014733
 ME, ,ME,4493575379
LD,L,D,4484529380
 AT, ,AT,4428104340
CE ,CE, ,4380687899
ME ,ME, ,4322043430
EX,E,X,4210140662
 CH, ,CH,4201743680
 ST, ,ST,4177742744
HE ,HE, ,4117016728
H ,H, ,4091925311
 HIS, ,HIS,4058663164
 ARE, ,ARE,4052957264
ARE ,ARE, ,4018992351
CI,C,I,4005556071
 THIS, ,THIS,3826060334
THIS ,THIS, ,3826060334
SE ,SE, ,3821928909
CH ,CH, ,3812400765
 NE, ,NE,3775692082
F ,F, ,3742539423
GE,G,E,3736333076
 LA, ,LA,3732723315
AT ,AT, ,3693642301
EN ,EN, ,3670127852
 V, ,V,3663290243
ST ,ST, ,3653436664
HIS ,HIS, ,3611377789
 LE, ,LE,3609165136
 PE, ,PE,3589368083
UL,U,L,3488802305
 FROM, ,FROM,3469207674
FROM ,FROM, ,3469207674
P ,P, ,3460867576
YOU,Y,OU,3433775084
 LO, ,LO,3427090091
AG,A,G,3418887705
MO,M,O,3410669678
UT ,UT, ,3389324823
 HO, ,HO,3387210676
ER ,ER, ,3379806484
 SA, ,SA,3376511757
VI,V,I,3365367512
QU,Q,U,3335632375
 SI, ,SI,3290151374
TER ,TER, ,3285842926
NT ,NT, ,3259127827
VE ,VE, ,3248583625
MENT ,MENT, ,3198890056
BUT,B,UT,3185690214
 TR, ,TR,3183988381
UP,U,P,3172343853
NG ,NG, ,3146127891
 WHICH, ,WHICH,3140226612
WHICH ,WHICH, ,3140226612
FE,F,E,3134903125
TED ,TED, ,3119332001
FI,F,I,3112950160
DO,D,O,3108729579
 UN, ,UN,3107913322
 J, ,J,3084021870
 AL, ,AL,3079111502
LL ,LL, ,3077544532
OW,O,W,3074233362
 AC, ,AC,3007311400
BLE,B,LE,3005974036
ONE ,ONE, ,2913944197
GO,G,O,2892504763
IG,I,G,2872308404
TS ,TS, ,2856116181
IF,I,F,2853351956
 HAVE, ,HAVE,2788871388
HAVE ,HAVE, ,2786944609
KE,K,E,2786754248
 WA, ,WA,2773492550
MP,M,P,2772459795
HER ,HER, ,2742651004
HT,H,T,2731172251
DE ,DE, ,2720893130
IL,I,L,2654495639
OD,O,D,2648278819
URE,UR,E,2619731908
HAD,HA,D,2616021603
CT,C,T,2611205401
ALL ,ALL, ,2608767437
TUR,T,UR,2599819570
ION ,ION, ,2563114139
 HI, ,HI,2510474470
VER ,VER, ,2497677607
SO ,SO, ,2487769914
WOR,W,OR,2485866866
AP,A,P,2475849435
BO,B,O,2463195933
THEY ,THEY, ,2462131290
 THEY, ,THEY,2462131290
 ALL, ,ALL,2440945040
FF,F,F,2432526816
OL,O,L,2405727126
OU ,OU, ,2394464470
ATION ,ATION, ,2365951634
 T, ,T,2357569542
 K, ,K,2326665130
TE ,TE, ,2293609245
 US, ,US,2288894191
TY,T,Y,2283619531
SS ,SS, ,2282501340
WERE ,WERE, ,2270487439
 WERE, ,WERE,2270487439
ID,I,D,2263064850
 RES, ,RES,2248127273
RS ,RS, ,2242626878
 ONE, ,ONE,2226688826
 EN, ,EN,2212727338
 COM, ,COM,2210844041
EM,E,M,2208361769
 TE, ,TE,2203309849
EL,E,L,2174210639
PER,PE,R,2167267196
ND ,ND, ,2162716052
 THEIR, ,THEIR,2161342113
PLA,P,LA,2157166051
AB,A,B,2157123027
OUR,OU,R,2156976427
THEIR ,THEIR, ,2152980325
WHO,W,HO,2135743873
TH ,TH, ,2108247487
ENT ,ENT, ,2106016022
EC,E,C,2098958065
DU,D,U,2081334830
ITY,IT,Y,2071411451
TW,T,W,2056943668
PRES,P,RES,2053825616
 FO, ,FO,2043176402
 MAN, ,MAN,2042524629
PLE,P,LE,2041762558
OTHER ,OTHER, ,2031640246
IDE,I,DE,2016647572
RY,R,Y,1992568797
 DA, ,DA,1986603463
POR,P,OR,1977820092
OP,O,P,1974813464
UG,U,G,1972717909
DS,D,S,1972413389
 THERE, ,THERE,1969865362
IAL,I,AL,1966776657
 TA, ,TA,1947569107
USE,US,E,1945976781
NCE ,NCE, ,1940160292
IR,I,R,1917393060
MI,M,I,1909927169
DER,DE,R,1902550308
IM,I,M,1891101407
WN,W,N,1884082930
OO,O,O,1880350552
 INT, ,INT,1866313062
 RA, ,RA,1855870178
PART,P,ART,1855240266
ET ,ET, ,1838862275
PP,P,P,1832206013
CAN,CA,N,1821756825
 HER, ,HER,1811470816
SOME,SO,ME,1803160725
UCH,U,CH,1803093935
PRI,P,RI,1802656994
 EA, ,EA,1799542376
 U, ,U,1796769831
ENCE,EN,CE,1794343421
UM,U,M,1786342573
 COMP, ,COMP,1783431210
MIN,M,IN,1779121858
FIC,F,IC,1776214613
 AD, ,AD,1763376520
ORE ,ORE, ,1758846846
CTION ,CTION, ,1745675129
 OTHER, ,OTHER,1736536017
 REA, ,REA,1729678335
ITS,IT,S,1722738208
SP,S,P,1718735848
 NA, ,NA,1717755220
 WILL, ,WILL,1691835631
NOW,NO,W,1681925270
WO,W,O,1663252073
MORE,M,ORE,1659636260
RD,R,D,1637219260
HAS,HA,S,1632148758
THERE ,THERE, ,1623700147
BEEN,BE,EN,1619043628
OSE,O,SE,1611452463
IES,I,ES,1601484598
FER,F,ER,1601288064
 RO, ,RO,1600542556
RED,RE,D,1590839621
MY,M,Y,1584483920
WHEN,W,HEN,1565756359
PEC,PE,C,1565435357
UB,U,B,1563957164
MS,M,S,1562281398
HEN ,HEN, ,1554541568
US ,US, ,1553869496
 CE, ,CE,1546799130
SHE,SH,E,1543717499
OUT ,OUT, ,1540089149
OVER,O,VER,1539813375
EVER,E,VER,1532415839
 AM, ,AM,1526712855
UE,U,E,1525904871
IC ,IC, ,1524812260
RU,R,U,1516233177
 STA, ,STA,1504381870
LAR,LA,R,1497903168
C ,C, ,1497819327
HIM,HI,M,1492639147
AF,A,F,1489359743
WILL ,WILL, ,1485140664
AIN,A,IN,1484015257
VERY,VER,Y,1480730914
ANY,AN,Y,1477071246
HO ,HO, ,1476709252
 WOULD, ,WOULD,1472811049
WOULD ,WOULD, ,1472811049
ILL,I,LL,1464149659
 THEM, ,THEM,1462013657
CAL,CA,L,1449406438
 AR, ,AR,1449263341
ALLY ,ALLY, ,1431037098
EAR,EA,R,1429943494
PA,P,A,1428698985
ROU,RO,U,1424755223
 TIME, ,TIME,1417697224
 OUT, ,OUT,1413862392
SEE,SE,E,1412469141
NEW,NE,W,1408972794
TIONS,TION,S,1404063295
NO ,NO, ,1400645478
ORK,OR,K,1400521782
 RI, ,RI,1395255587
UST,US,T,1393922164
WHAT,W,HAT,1384369378
AI,A,I,1383835180
MAY,MA,Y,1378337409
UC,U,C,1371742930
 N, ,N,1366790979
TIVE,TI,VE,1366612476
GRA,G,RA,1366561942
 Q, ,Q,1361766992
FAC,F,AC,1354285835
MAN ,MAN, ,1352776896
