 THE, ,THE,53518953157
THE ,THE, ,53105087931
Y ,Y, ,35685230489
S ,S, ,34823051071
 OF, ,OF,32309934049
OF ,OF, ,31054376467
D ,D, ,25549168466
E ,E, ,24610793124
 IN, ,IN,22852820975
AND ,AND, ,22784621351
 AND, ,AND,22673413006
 A, ,A,22450449106
 TO, ,TO,21833415591
T ,T, ,20351040697
IN ,IN, ,19679071501
TO ,TO, ,19486290074
 P, ,P,18521444278
A ,A, ,17228079790
 B, ,B,16821652824
 W, ,W,15062933173
 F, ,F,12279022135
N ,N, ,12237338848
 BE, ,BE,11833070456
 S, ,S,11807915528
 M, ,M,11558354704
ED ,ED, ,10610592543
 G, ,G,10082307682
 IS, ,IS,8916865404
IS ,IS, ,8788164079
R ,R, ,8677114366
 NO, ,NO,8653323427
 I, ,I,8559145849
AL ,AL, ,8477975313
 THAT, ,THAT,8000768228
THAT ,THAT, ,8000768228
ES ,ES, ,7969194107
 RE, ,RE,7767834269
ING ,ING, ,7664999907
 FOR, ,FOR,7617024192
 IT, ,IT,7509972139
 AS, ,AS,7269489005
 E, ,E,7031327407
 SE, ,SE,6980516013
 DE, ,DE,6914380581
L ,L, ,6808124126
ON ,ON, ,6739896166
LY,L,Y,6739094059
IT ,IT, ,6645127590
FOR ,FOR, ,6545282031
 MA, ,MA,6429576140
 HA, ,HA,6316179651
 CA, ,CA,6227222544
LE ,LE, ,6225969677
AS ,AS, ,6166161912
 SO, ,SO,6151608523
 ON, ,ON,6078272283
 WITH, ,WITH,6041764718
 CON, ,CON,5926171774
W ,W, ,5863052513
 AN, ,AN,5743566552
 D, ,D,5734029188
 WAS, ,WAS,5689307752
 C, ,C,5628758366
WAS ,WAS, ,5502713968
 Y, ,Y,5441925328
K ,K, ,5329960327
PO,P,O,5193801851
WITH ,WITH, ,5182797249
 DI, ,DI,5179124089
 PRO, ,PRO,5063834759
 OR, ,OR,5048033392
BE ,BE, ,4990849682
BY,B,Y,4841819894
O ,O, ,4816011328
 HE, ,HE,4799681576
OR ,OR, ,4738239445
 CO, ,CO,4669797307
CE ,CE, ,4664946227
SU,S,U,4659555730
AN ,AN, ,4625519486
M ,M, ,4608883686
I ,I, ,4604054766
 LI, ,LI,4592865893
 O, ,O,4578164295
TION ,TION, ,4550291544
NOT,NO,T,4540014733
 ME, ,ME,4493575379
ME ,ME, ,4237509934
ER ,ER, ,4222831864
EX,E,X,4210140662
 CH, ,CH,4201743680
HE ,HE, ,4117016728
 HIS, ,HIS,4058663164
 ARE, ,ARE,4052957264
ARE ,ARE, ,4018992351
SE ,SE, ,3896948887
GH,G,H,3852186388
 THIS, ,THIS,3826060334
THIS ,THIS, ,3826060334
 SH, ,SH,3799282098
 NE, ,NE,3775692082
F ,F, ,3742539423
CH ,CH, ,3725817747
AT ,AT, ,3713196641
CI,C,I,3685293246
 V, ,V,3663290243
ST ,ST, ,3658497487
HIS ,HIS, ,3611377789
 LE, ,LE,3609165136
 AT, ,AT,3563232501
UL,U,L,3488802305
FROM ,FROM, ,3469207674
 FROM, ,FROM,3469207674
P ,P, ,3460867576
YOU,Y,OU,3433775084
GE,G,E,3433675266
 LO, ,LO,3427090091
AG,A,G,3397426971
 LA, ,LA,3396422268
 ST, ,ST,3394264328
 HO, ,HO,3387210676
QU,Q,U,3335632375
NT ,NT, ,3325065910
MO,M,O,3317350208
UT ,UT, ,3299160789
BUT,B,UT,3185690214
 TR, ,TR,3183988381
UP,U,P,3172343853
 WHICH, ,WHICH,3140226612
WHICH ,WHICH, ,3140226612
DO,D,O,3108729579
 J, ,J,3084021870
 AL, ,AL,3079111502
EN ,EN, ,3076930976
TED ,TED, ,3074096436
VE ,VE, ,3041458850
 AC, ,AC,3007311400
BLE,B,LE,3005974036
 TH, ,TH,2966785755
OW,O,W,2960675718
H ,H, ,2959412424
 PE, ,PE,2904243490
IF,I,F,2853351956
ONE ,ONE, ,2830819743
IG,I,G,2815117953
 HAVE, ,HAVE,2788871388
HAVE ,HAVE, ,2786944609
ATION ,ATION, ,2781813195
TS ,TS, ,2780711430
 WA, ,WA,2773492550
MENT ,MENT, ,2770490790
HER ,HER, ,2742651004
LD,L,D,2731384989
DE ,DE, ,2720893130
OD,O,D,2648278819
 SA, ,SA,2618515332
HAD,HA,D,2616021603
ALL ,ALL, ,2608767437
KE,K,E,2596101197
TUR,T,UR,2593786002
ION ,ION, ,2571935316
 SI, ,SI,2569073759
ITY,IT,Y,2562623686
NG ,NG, ,2554897464
AP,A,P,2532317025
WE,W,E,2526025739
SS ,SS, ,2523207417
 HI, ,HI,2510474470
URE,UR,E,2503520086
SO ,SO, ,2487769914
WOR,W,OR,2485866866
ENT ,ENT, ,2475556758
BO,B,O,2463195933
THEY ,THEY, ,2462131290
 THEY, ,THEY,2462131290
VI,V,I,2459408617
 ALL, ,ALL,2440945040
HT,H,T,2432813986
FF,F,F,2432526816
OU ,OU, ,2394464470
OL,O,L,2387692699
 T, ,T,2357569542
AB,A,B,2345522176
GO,G,O,2331489179
 K, ,K,2326665130
RY,R,Y,2324159894
 US, ,US,2288894191
 WERE, ,WERE,2270487439
WERE ,WERE, ,2270487439
 RES, ,RES,2248127273
TE ,TE, ,2241472654
 ONE, ,ONE,2226688826
 EN, ,EN,2212727338
 COM, ,COM,2210844041
 TE, ,TE,2203309849
US ,US, ,2188620523
PER,PE,R,2167267196
 THEIR, ,THEIR,2161342113
PLA,P,LA,2157166051
THEIR ,THEIR, ,2152980325
WHO,W,HO,2135743873
 UN, ,UN,2133305656
OUR,OU,R,2115134134
TH ,TH, ,2108247487
DU,D,U,2081334830
MP,M,P,2074520263
PRES,P,RES,2053825616
 FO, ,FO,2043176402
 MAN, ,MAN,2042524629
OTHER ,OTHER, ,2031640246
IDE,I,DE,2016647572
 DA, ,DA,1986603463
POR,P,OR,1977820092
DS,D,S,1972413389
 THERE, ,THERE,1969865362
IAL,I,AL,1966776657
 TA, ,TA,1947569107
IM,I,M,1934784697
USE,US,E,1924862968
IR,I,R,1917393060
WN,W,N,1884082930
 INT, ,INT,1866313062
 RA, ,RA,1855870178
PART,P,ART,1855240266
PP,P,P,1832206013
CAN,CA,N,1821756825
ET ,ET, ,1819485437
 HER, ,HER,1811470816
SOME,SO,ME,1803160725
UCH,U,CH,1803093935
PRI,P,RI,1802656994
OO,O,O,1801667521
 U, ,U,1796769831
FE,F,E,1794695111
FI,F,I,1792738499
ENCE,EN,CE,1788516849
UM,U,M,1786342573
 COMP, ,COMP,1783431210
FIC,F,IC,1776214613
 AD, ,AD,1763376520
 OTHER, ,OTHER,1736536017
 REA, ,REA,1729678335
ITS,IT,S,1722738208
TER ,TER, ,1720095514
SP,S,P,1718735848
 NA, ,NA,1717755220
ORE ,ORE, ,1715499050
CT,C,T,1710318650
G ,G, ,1700015783
 WILL, ,WILL,1691835631
NOW,NO,W,1681925270
WO,W,O,1663252073
MORE,M,ORE,1659636260
TY,T,Y,1650251236
IES,I,ES,1639814044
RD,R,D,1637219260
HAS,HA,S,1632148758
OUT ,OUT, ,1630253183
THERE ,THERE, ,1623700147
BEEN,BE,EN,1619043628
RS ,RS, ,1614551646
OSE,O,SE,1611452463
FER,F,ER,1601288064
 RO, ,RO,1600542556
RED,RE,D,1596660381
LL ,LL, ,1591085008
NCE ,NCE, ,1566470521
WHEN,W,HEN,1565756359
PEC,PE,C,1565435357
