 THE, ,THE,57260808189
THE ,THE, ,53103961106
Y ,Y, ,37134650296
S ,S, ,35921533243
 OF, ,OF,32309934049
OF ,OF, ,31054376467
E ,E, ,30369576716
 A, ,A,29673877002
T ,T, ,28446647584
D ,D, ,27726971311
 IN, ,IN,22902741842
AND ,AND, ,22879555266
 AND, ,AND,22673413006
 TO, ,TO,21833415591
IN ,IN, ,19854569280
TO ,TO, ,19499422014
 W, ,W,19401466959
 P, ,P,18521444278
A ,A, ,17408145299
 B, ,B,16821652824
 E, ,E,13203322216
 F, ,F,13202211285
N ,N, ,13100498052
ING ,ING, ,12985967982
 BE, ,BE,12577135252
R ,R, ,11995676039
ED ,ED, ,11847109332
 S, ,S,11807915528
AR,A,R,11708860005
 M, ,M,11558354704
 G, ,G,10082307682
AL ,AL, ,9752952808
 RE, ,RE,9497512604
IS ,IS, ,8918085553
 IS, ,IS,8916865404
 I, ,I,8843777457
 NO, ,NO,8653323427
 FOR, ,FOR,8576236620
ES ,ES, ,8438740161
ON ,ON, ,8076036570
THAT ,THAT, ,8000768228
 THAT, ,THAT,8000768228
LY,L,Y,7623284328
 IT, ,IT,7509972139
M ,M, ,7476878580
 AS, ,AS,7293040147
LE ,LE, ,7205663463
 SE, ,SE,6980516013
 DE, ,DE,6914380581
 ST, ,ST,6818528252
IT ,IT, ,6806702722
FOR ,FOR, ,6545282031
 MA, ,MA,6429576140
 HA, ,HA,6407770275
RI,R,I,6313899121
TION ,TION, ,6273424857
 HE, ,HE,6263358632
 CA, ,CA,6227222544
AS ,AS, ,6166161912
 SO, ,SO,6151608523
 ON, ,ON,6078272283
 TH, ,TH,6067372491
L ,L, ,6058133485
 WITH, ,WITH,6041764718
LD,L,D,5950333924
 CON, ,CON,5926171774
AN ,AN, ,5881092207
W ,W, ,5863052513
CE ,CE, ,5803053655
 AN, ,AN,5743566552
 D, ,D,5734029188
 WAS, ,WAS,5689307752
ME ,ME, ,5644296878
 C, ,C,5628758366
WAS ,WAS, ,5502713968
 Y, ,Y,5441925328
 O, ,O,5436937032
GH,G,H,5421373604
 CO, ,CO,5351680217
PO,P,O,5349803047
K ,K, ,5329960327
TI,T,I,5315721234
WITH ,WITH, ,5182797249
 DI, ,DI,5179124089
OR ,OR, ,5153978586
 OR, ,OR,5072671032
 PRO, ,PRO,5063834759
H ,H, ,5031868682
WE,W,E,5021713366
BE ,BE, ,4990849682
O ,O, ,4900645185
BY,B,Y,4841819894
SU,S,U,4723411086
I ,I, ,4698528644
 SH, ,SH,4663018095
NOT,NO,T,4661569553
SE ,SE, ,4649667981
 LI, ,LI,4592865893
GE,G,E,4567569421
LL ,LL, ,4556427515
AT ,AT, ,4512839494
 ME, ,ME,4493575379
 AT, ,AT,4428104340
VE ,VE, ,4390169759
 T, ,T,4249135518
EX,E,X,4210140662
OW,O,W,4202057276
 CH, ,CH,4201743680
PA,P,A,4168481114
HE ,HE, ,4118143553
 HIS, ,HIS,4058663164
 ARE, ,ARE,4052957264
ARE ,ARE, ,4018992351
 COM, ,COM,3994275251
CI,C,I,3949098601
 R, ,R,3920932945
 THIS, ,THIS,3826060334
THIS ,THIS, ,3826060334
 NE, ,NE,3775692082
F ,F, ,3742539423
 LA, ,LA,3732723315
EN ,EN, ,3697432768
 V, ,V,3663290243
IG,I,G,3644675192
IVE,I,VE,3612152060
HIS ,HIS, ,3611377789
 LE, ,LE,3609165136
AG,A,G,3606359721
 PE, ,PE,3589368083
RO,R,O,3531564540
CT,C,T,3521342886
FE,F,E,3512776630
YOU,Y,OU,3500255670
UL,U,L,3488802305
FROM ,FROM, ,3469207674
 FROM, ,FROM,3469207674
P ,P, ,3460867576
 LO, ,LO,3427090091
AD,A,D,3420500384
MO,M,O,3410669678
VI,V,I,3404080303
ER ,ER, ,3389867912
UT ,UT, ,3389324823
 HO, ,HO,3387210676
 SA, ,SA,3376511757
DO,D,O,3374803205
QU,Q,U,3335632375
FI,F,I,3325340103
RT,R,T,3313132968
AB,A,B,3295612472
 SI, ,SI,3290151374
ST ,ST, ,3276846683
